DEPARTAMENTO,PROVINCIA,DISTRITO,ANIO,MES,TIPO_PRUEBA,CANTIDAD_PRUEBAS
AMAZONAS,BAGUA,ARAMANGO,2020,4,PR,8
AMAZONAS,BAGUA,ARAMANGO,2020,5,PR,19
AMAZONAS,BAGUA,ARAMANGO,2020,5,PCR,1
AMAZONAS,BAGUA,ARAMANGO,2020,6,PCR,2
AMAZONAS,BAGUA,ARAMANGO,2020,6,PR,187
AMAZONAS,BAGUA,ARAMANGO,2020,7,PCR,2
AMAZONAS,BAGUA,ARAMANGO,2020,7,PR,308
AMAZONAS,BAGUA,ARAMANGO,2020,8,PCR,3
AMAZONAS,BAGUA,ARAMANGO,2020,8,PR,1353
AMAZONAS,BAGUA,ARAMANGO,2020,9,PCR,18
AMAZONAS,BAGUA,ARAMANGO,2020,9,PR,1336
AMAZONAS,BAGUA,ARAMANGO,2020,10,PR,57
AMAZONAS,BAGUA,ARAMANGO,2020,11,PCR,3
AMAZONAS,BAGUA,ARAMANGO,2020,11,PR,25
AMAZONAS,BAGUA,ARAMANGO,2020,12,PR,19
AMAZONAS,BAGUA,ARAMANGO,2021,1,PR,11
AMAZONAS,BAGUA,ARAMANGO,2021,1,PCR,1
AMAZONAS,BAGUA,ARAMANGO,2021,2,AG,30
AMAZONAS,BAGUA,ARAMANGO,2021,2,PCR,1
AMAZONAS,BAGUA,ARAMANGO,2021,2,PR,13
AMAZONAS,BAGUA,ARAMANGO,2021,3,AG,14
AMAZONAS,BAGUA,ARAMANGO,2021,4,AG,53
AMAZONAS,BAGUA,ARAMANGO,2021,4,PR,4
AMAZONAS,BAGUA,ARAMANGO,2021,5,AG,75
AMAZONAS,BAGUA,ARAMANGO,2021,5,PR,7
AMAZONAS,BAGUA,ARAMANGO,2021,6,AG,28
AMAZONAS,BAGUA,ARAMANGO,2021,6,PR,5
AMAZONAS,BAGUA,ARAMANGO,2021,7,PR,29
AMAZONAS,BAGUA,ARAMANGO,2021,7,AG,11
AMAZONAS,BAGUA,ARAMANGO,2021,8,AG,5
AMAZONAS,BAGUA,ARAMANGO,2021,8,PR,3
AMAZONAS,BAGUA,ARAMANGO,2021,9,AG,2
AMAZONAS,BAGUA,ARAMANGO,2021,9,PR,6
AMAZONAS,BAGUA,ARAMANGO,2021,10,AG,5
AMAZONAS,BAGUA,ARAMANGO,2021,10,PR,1
AMAZONAS,BAGUA,ARAMANGO,2021,11,PR,3
AMAZONAS,BAGUA,ARAMANGO,2021,11,AG,3
AMAZONAS,BAGUA,ARAMANGO,2021,12,PR,1
AMAZONAS,BAGUA,ARAMANGO,2021,12,AG,14
AMAZONAS,BAGUA,BAGUA,2020,4,PCR,15
AMAZONAS,BAGUA,BAGUA,2020,4,PR,12
AMAZONAS,BAGUA,BAGUA,2020,5,PCR,72
AMAZONAS,BAGUA,BAGUA,2020,5,PR,69
AMAZONAS,BAGUA,BAGUA,2020,6,PR,110
AMAZONAS,BAGUA,BAGUA,2020,6,PCR,190
AMAZONAS,BAGUA,BAGUA,2020,7,PR,391
AMAZONAS,BAGUA,BAGUA,2020,7,PCR,215
AMAZONAS,BAGUA,BAGUA,2020,8,PR,295
AMAZONAS,BAGUA,BAGUA,2020,8,PCR,108
AMAZONAS,BAGUA,BAGUA,2020,9,PCR,29
AMAZONAS,BAGUA,BAGUA,2020,9,PR,106
AMAZONAS,BAGUA,BAGUA,2020,10,PR,106
AMAZONAS,BAGUA,BAGUA,2020,10,PCR,23
AMAZONAS,BAGUA,BAGUA,2020,11,PCR,6
AMAZONAS,BAGUA,BAGUA,2020,11,PR,29
AMAZONAS,BAGUA,BAGUA,2020,12,PCR,3
AMAZONAS,BAGUA,BAGUA,2020,12,PR,12
AMAZONAS,BAGUA,BAGUA,2021,1,PCR,14
AMAZONAS,BAGUA,BAGUA,2021,1,PR,3
AMAZONAS,BAGUA,BAGUA,2021,1,AG,8
AMAZONAS,BAGUA,BAGUA,2021,2,AG,37
AMAZONAS,BAGUA,BAGUA,2021,2,PCR,14
AMAZONAS,BAGUA,BAGUA,2021,2,PR,13
AMAZONAS,BAGUA,BAGUA,2021,3,PR,2
AMAZONAS,BAGUA,BAGUA,2021,3,AG,67
AMAZONAS,BAGUA,BAGUA,2021,3,PCR,83
AMAZONAS,BAGUA,BAGUA,2021,4,PR,8
AMAZONAS,BAGUA,BAGUA,2021,4,PCR,9
AMAZONAS,BAGUA,BAGUA,2021,4,AG,262
AMAZONAS,BAGUA,BAGUA,2021,5,PCR,11
AMAZONAS,BAGUA,BAGUA,2021,5,PR,14
AMAZONAS,BAGUA,BAGUA,2021,5,AG,268
AMAZONAS,BAGUA,BAGUA,2021,6,AG,137
AMAZONAS,BAGUA,BAGUA,2021,6,PR,16
AMAZONAS,BAGUA,BAGUA,2021,6,PCR,1
AMAZONAS,BAGUA,BAGUA,2021,7,PR,5
AMAZONAS,BAGUA,BAGUA,2021,7,AG,68
AMAZONAS,BAGUA,BAGUA,2021,8,PCR,2
AMAZONAS,BAGUA,BAGUA,2021,8,PR,13
AMAZONAS,BAGUA,BAGUA,2021,8,AG,22
AMAZONAS,BAGUA,BAGUA,2021,9,AG,26
AMAZONAS,BAGUA,BAGUA,2021,9,PR,8
AMAZONAS,BAGUA,BAGUA,2021,9,PCR,36
AMAZONAS,BAGUA,BAGUA,2021,10,AG,35
AMAZONAS,BAGUA,BAGUA,2021,10,PCR,66
AMAZONAS,BAGUA,BAGUA,2021,11,PCR,69
AMAZONAS,BAGUA,BAGUA,2021,11,AG,47
AMAZONAS,BAGUA,BAGUA,2021,11,PR,1
AMAZONAS,BAGUA,BAGUA,2021,12,AG,98
AMAZONAS,BAGUA,BAGUA,2021,12,PR,3
AMAZONAS,BAGUA,BAGUA,2021,12,PCR,128
AMAZONAS,BAGUA,COPALLIN,2020,4,PCR,1
AMAZONAS,BAGUA,COPALLIN,2020,5,PR,2
AMAZONAS,BAGUA,COPALLIN,2020,6,PR,10
AMAZONAS,BAGUA,COPALLIN,2020,6,PCR,3
AMAZONAS,BAGUA,COPALLIN,2020,7,PCR,8
AMAZONAS,BAGUA,COPALLIN,2020,7,PR,13
AMAZONAS,BAGUA,COPALLIN,2020,8,PR,12
AMAZONAS,BAGUA,COPALLIN,2020,8,PCR,9
AMAZONAS,BAGUA,COPALLIN,2020,9,PR,12
AMAZONAS,BAGUA,COPALLIN,2020,9,PCR,2
AMAZONAS,BAGUA,COPALLIN,2020,10,PCR,9
AMAZONAS,BAGUA,COPALLIN,2020,10,PR,2
AMAZONAS,BAGUA,COPALLIN,2020,11,PCR,7
AMAZONAS,BAGUA,COPALLIN,2020,12,PR,4
AMAZONAS,BAGUA,COPALLIN,2021,1,PR,16
AMAZONAS,BAGUA,COPALLIN,2021,1,PCR,7
AMAZONAS,BAGUA,COPALLIN,2021,2,PR,3
AMAZONAS,BAGUA,COPALLIN,2021,2,AG,5
AMAZONAS,BAGUA,COPALLIN,2021,3,AG,8
AMAZONAS,BAGUA,COPALLIN,2021,4,AG,97
AMAZONAS,BAGUA,COPALLIN,2021,4,PCR,1
AMAZONAS,BAGUA,COPALLIN,2021,5,AG,21
AMAZONAS,BAGUA,COPALLIN,2021,6,AG,26
AMAZONAS,BAGUA,COPALLIN,2021,6,PR,3
AMAZONAS,BAGUA,COPALLIN,2021,7,AG,3
AMAZONAS,BAGUA,COPALLIN,2021,7,PR,1
AMAZONAS,BAGUA,COPALLIN,2021,8,PR,1
AMAZONAS,BAGUA,COPALLIN,2021,8,AG,1
AMAZONAS,BAGUA,COPALLIN,2021,9,PCR,2
AMAZONAS,BAGUA,COPALLIN,2021,9,AG,7
AMAZONAS,BAGUA,COPALLIN,2021,10,AG,2
AMAZONAS,BAGUA,COPALLIN,2021,11,AG,2
AMAZONAS,BAGUA,COPALLIN,2021,11,PCR,3
AMAZONAS,BAGUA,COPALLIN,2021,12,AG,14
AMAZONAS,BAGUA,EL PARCO,2020,4,PR,1
AMAZONAS,BAGUA,EL PARCO,2020,6,PR,7
AMAZONAS,BAGUA,EL PARCO,2020,7,PCR,1
AMAZONAS,BAGUA,EL PARCO,2020,7,PR,21
AMAZONAS,BAGUA,EL PARCO,2020,8,PR,22
AMAZONAS,BAGUA,EL PARCO,2020,8,PCR,3
AMAZONAS,BAGUA,EL PARCO,2020,9,PCR,3
AMAZONAS,BAGUA,EL PARCO,2020,9,PR,10
AMAZONAS,BAGUA,EL PARCO,2020,10,PR,5
AMAZONAS,BAGUA,EL PARCO,2020,11,PR,1
AMAZONAS,BAGUA,EL PARCO,2020,12,PR,4
AMAZONAS,BAGUA,EL PARCO,2021,1,PR,3
AMAZONAS,BAGUA,EL PARCO,2021,2,AG,1
AMAZONAS,BAGUA,EL PARCO,2021,3,PR,3
AMAZONAS,BAGUA,EL PARCO,2021,3,AG,4
AMAZONAS,BAGUA,EL PARCO,2021,4,AG,9
AMAZONAS,BAGUA,EL PARCO,2021,5,AG,11
AMAZONAS,BAGUA,EL PARCO,2021,6,AG,6
AMAZONAS,BAGUA,EL PARCO,2021,6,PR,1
AMAZONAS,BAGUA,EL PARCO,2021,7,AG,3
AMAZONAS,BAGUA,EL PARCO,2021,8,PR,1
AMAZONAS,BAGUA,EL PARCO,2021,8,AG,1
AMAZONAS,BAGUA,EL PARCO,2021,9,PR,1
AMAZONAS,BAGUA,EL PARCO,2021,10,AG,1
AMAZONAS,BAGUA,EL PARCO,2021,11,AG,3
AMAZONAS,BAGUA,EL PARCO,2021,12,AG,5
AMAZONAS,BAGUA,IMAZA,2020,4,PR,2
AMAZONAS,BAGUA,IMAZA,2020,5,PR,8
AMAZONAS,BAGUA,IMAZA,2020,5,PCR,3
AMAZONAS,BAGUA,IMAZA,2020,6,PR,125
AMAZONAS,BAGUA,IMAZA,2020,6,PCR,43
AMAZONAS,BAGUA,IMAZA,2020,7,PR,551
AMAZONAS,BAGUA,IMAZA,2020,7,PCR,2
AMAZONAS,BAGUA,IMAZA,2020,8,PR,464
AMAZONAS,BAGUA,IMAZA,2020,9,PCR,4
AMAZONAS,BAGUA,IMAZA,2020,9,PR,410
AMAZONAS,BAGUA,IMAZA,2020,10,PR,263
AMAZONAS,BAGUA,IMAZA,2020,11,PR,192
AMAZONAS,BAGUA,IMAZA,2020,12,PR,61
AMAZONAS,BAGUA,IMAZA,2021,1,PR,17
AMAZONAS,BAGUA,IMAZA,2021,1,AG,1
AMAZONAS,BAGUA,IMAZA,2021,2,PR,7
AMAZONAS,BAGUA,IMAZA,2021,2,AG,3
AMAZONAS,BAGUA,IMAZA,2021,2,PCR,1
AMAZONAS,BAGUA,IMAZA,2021,3,AG,5
AMAZONAS,BAGUA,IMAZA,2021,3,PR,16
AMAZONAS,BAGUA,IMAZA,2021,4,PCR,2
AMAZONAS,BAGUA,IMAZA,2021,4,AG,57
AMAZONAS,BAGUA,IMAZA,2021,4,PR,6
AMAZONAS,BAGUA,IMAZA,2021,5,AG,65
AMAZONAS,BAGUA,IMAZA,2021,5,PCR,1
AMAZONAS,BAGUA,IMAZA,2021,5,PR,16
AMAZONAS,BAGUA,IMAZA,2021,6,PR,6
AMAZONAS,BAGUA,IMAZA,2021,6,PCR,1
AMAZONAS,BAGUA,IMAZA,2021,6,AG,55
AMAZONAS,BAGUA,IMAZA,2021,7,PR,5
AMAZONAS,BAGUA,IMAZA,2021,7,AG,34
AMAZONAS,BAGUA,IMAZA,2021,7,PCR,1
AMAZONAS,BAGUA,IMAZA,2021,8,AG,9
AMAZONAS,BAGUA,IMAZA,2021,8,PR,2
AMAZONAS,BAGUA,IMAZA,2021,9,AG,1
AMAZONAS,BAGUA,IMAZA,2021,9,PR,2
AMAZONAS,BAGUA,IMAZA,2021,10,AG,3
AMAZONAS,BAGUA,IMAZA,2021,10,PR,1
AMAZONAS,BAGUA,IMAZA,2021,11,AG,37
AMAZONAS,BAGUA,IMAZA,2021,11,PCR,21
AMAZONAS,BAGUA,IMAZA,2021,12,AG,11
AMAZONAS,BAGUA,IMAZA,2021,12,PCR,13
AMAZONAS,BAGUA,LA PECA,2020,5,PR,3
AMAZONAS,BAGUA,LA PECA,2020,6,PCR,2
AMAZONAS,BAGUA,LA PECA,2020,6,PR,44
AMAZONAS,BAGUA,LA PECA,2020,7,PR,236
AMAZONAS,BAGUA,LA PECA,2020,7,PCR,2
AMAZONAS,BAGUA,LA PECA,2020,8,PR,250
AMAZONAS,BAGUA,LA PECA,2020,9,PR,96
AMAZONAS,BAGUA,LA PECA,2020,10,PR,35
AMAZONAS,BAGUA,LA PECA,2020,11,PR,16
AMAZONAS,BAGUA,LA PECA,2020,12,PR,10
AMAZONAS,BAGUA,LA PECA,2021,1,AG,2
AMAZONAS,BAGUA,LA PECA,2021,1,PR,14
AMAZONAS,BAGUA,LA PECA,2021,2,AG,16
AMAZONAS,BAGUA,LA PECA,2021,2,PCR,2
AMAZONAS,BAGUA,LA PECA,2021,2,PR,9
AMAZONAS,BAGUA,LA PECA,2021,3,PR,3
AMAZONAS,BAGUA,LA PECA,2021,3,PCR,1
AMAZONAS,BAGUA,LA PECA,2021,3,AG,25
AMAZONAS,BAGUA,LA PECA,2021,4,PR,7
AMAZONAS,BAGUA,LA PECA,2021,4,AG,78
AMAZONAS,BAGUA,LA PECA,2021,5,AG,55
AMAZONAS,BAGUA,LA PECA,2021,5,PR,4
AMAZONAS,BAGUA,LA PECA,2021,6,AG,24
AMAZONAS,BAGUA,LA PECA,2021,6,PR,3
AMAZONAS,BAGUA,LA PECA,2021,7,AG,17
AMAZONAS,BAGUA,LA PECA,2021,7,PR,4
AMAZONAS,BAGUA,LA PECA,2021,8,PR,1
AMAZONAS,BAGUA,LA PECA,2021,8,AG,7
AMAZONAS,BAGUA,LA PECA,2021,9,AG,2
AMAZONAS,BAGUA,LA PECA,2021,9,PR,1
AMAZONAS,BAGUA,LA PECA,2021,10,AG,10
AMAZONAS,BAGUA,LA PECA,2021,10,PR,1
AMAZONAS,BAGUA,LA PECA,2021,11,AG,9
AMAZONAS,BAGUA,LA PECA,2021,12,PCR,5
AMAZONAS,BAGUA,LA PECA,2021,12,AG,26
AMAZONAS,BAGUA,LA PECA,2021,12,PR,1
AMAZONAS,BONGARA,CHISQUILLA,2020,8,PR,1
AMAZONAS,BONGARA,CHISQUILLA,2021,4,AG,1
AMAZONAS,BONGARA,CHURUJA,2020,8,PR,10
AMAZONAS,BONGARA,CHURUJA,2020,9,PR,2
AMAZONAS,BONGARA,CHURUJA,2020,10,PR,3
AMAZONAS,BONGARA,CHURUJA,2020,11,PR,1
AMAZONAS,BONGARA,CHURUJA,2021,1,PR,1
AMAZONAS,BONGARA,CHURUJA,2021,1,PCR,1
AMAZONAS,BONGARA,CHURUJA,2021,2,AG,1
AMAZONAS,BONGARA,CHURUJA,2021,4,AG,5
AMAZONAS,BONGARA,CHURUJA,2021,5,AG,10
AMAZONAS,BONGARA,CHURUJA,2021,5,PR,1
AMAZONAS,BONGARA,CHURUJA,2021,6,AG,4
AMAZONAS,BONGARA,CHURUJA,2021,7,AG,1
AMAZONAS,BONGARA,COROSHA,2020,9,PR,1
AMAZONAS,BONGARA,COROSHA,2020,10,PR,1
AMAZONAS,BONGARA,COROSHA,2021,3,PR,1
AMAZONAS,BONGARA,COROSHA,2021,5,PR,1
AMAZONAS,BONGARA,COROSHA,2021,6,AG,1
AMAZONAS,BONGARA,COROSHA,2021,6,PR,1
AMAZONAS,BONGARA,CUISPES,2020,8,PR,3
AMAZONAS,BONGARA,CUISPES,2020,9,PR,3
AMAZONAS,BONGARA,CUISPES,2021,2,AG,1
AMAZONAS,BONGARA,CUISPES,2021,4,AG,3
AMAZONAS,BONGARA,CUISPES,2021,6,AG,1
AMAZONAS,BONGARA,FLORIDA,2020,5,PR,3
AMAZONAS,BONGARA,FLORIDA,2020,6,PR,2
AMAZONAS,BONGARA,FLORIDA,2020,7,PR,13
AMAZONAS,BONGARA,FLORIDA,2020,8,PR,7
AMAZONAS,BONGARA,FLORIDA,2020,9,PR,2
AMAZONAS,BONGARA,FLORIDA,2020,10,PR,4
AMAZONAS,BONGARA,FLORIDA,2020,11,PR,2
AMAZONAS,BONGARA,FLORIDA,2020,12,PR,9
AMAZONAS,BONGARA,FLORIDA,2021,1,PR,1
AMAZONAS,BONGARA,FLORIDA,2021,2,PR,2
AMAZONAS,BONGARA,FLORIDA,2021,2,AG,2
AMAZONAS,BONGARA,FLORIDA,2021,3,AG,30
AMAZONAS,BONGARA,FLORIDA,2021,4,PR,4
AMAZONAS,BONGARA,FLORIDA,2021,4,AG,58
AMAZONAS,BONGARA,FLORIDA,2021,5,PR,3
AMAZONAS,BONGARA,FLORIDA,2021,5,AG,9
AMAZONAS,BONGARA,FLORIDA,2021,6,AG,7
AMAZONAS,BONGARA,FLORIDA,2021,7,PR,1
AMAZONAS,BONGARA,FLORIDA,2021,7,AG,2
AMAZONAS,BONGARA,FLORIDA,2021,8,AG,6
AMAZONAS,BONGARA,FLORIDA,2021,9,AG,1
AMAZONAS,BONGARA,FLORIDA,2021,10,AG,3
AMAZONAS,BONGARA,FLORIDA,2021,11,AG,4
AMAZONAS,BONGARA,FLORIDA,2021,12,AG,1
AMAZONAS,BONGARA,JAZAN,2020,4,PR,10
AMAZONAS,BONGARA,JAZAN,2020,5,PR,5
AMAZONAS,BONGARA,JAZAN,2020,6,PCR,3
AMAZONAS,BONGARA,JAZAN,2020,6,PR,14
AMAZONAS,BONGARA,JAZAN,2020,7,PR,36
AMAZONAS,BONGARA,JAZAN,2020,7,PCR,3
AMAZONAS,BONGARA,JAZAN,2020,8,PR,58
AMAZONAS,BONGARA,JAZAN,2020,9,PCR,48
AMAZONAS,BONGARA,JAZAN,2020,9,PR,51
AMAZONAS,BONGARA,JAZAN,2020,10,PCR,12
AMAZONAS,BONGARA,JAZAN,2020,10,PR,18
AMAZONAS,BONGARA,JAZAN,2020,11,PR,13
AMAZONAS,BONGARA,JAZAN,2020,11,PCR,3
AMAZONAS,BONGARA,JAZAN,2020,12,PCR,9
AMAZONAS,BONGARA,JAZAN,2020,12,PR,3
AMAZONAS,BONGARA,JAZAN,2021,1,PCR,50
AMAZONAS,BONGARA,JAZAN,2021,1,PR,9
AMAZONAS,BONGARA,JAZAN,2021,1,AG,2
AMAZONAS,BONGARA,JAZAN,2021,2,PCR,45
AMAZONAS,BONGARA,JAZAN,2021,2,PR,4
AMAZONAS,BONGARA,JAZAN,2021,2,AG,19
AMAZONAS,BONGARA,JAZAN,2021,3,PR,5
AMAZONAS,BONGARA,JAZAN,2021,3,PCR,32
AMAZONAS,BONGARA,JAZAN,2021,3,AG,76
AMAZONAS,BONGARA,JAZAN,2021,4,PCR,8
AMAZONAS,BONGARA,JAZAN,2021,4,AG,114
AMAZONAS,BONGARA,JAZAN,2021,4,PR,10
AMAZONAS,BONGARA,JAZAN,2021,5,PR,10
AMAZONAS,BONGARA,JAZAN,2021,5,AG,80
AMAZONAS,BONGARA,JAZAN,2021,5,PCR,22
AMAZONAS,BONGARA,JAZAN,2021,6,PR,13
AMAZONAS,BONGARA,JAZAN,2021,6,PCR,5
AMAZONAS,BONGARA,JAZAN,2021,6,AG,28
AMAZONAS,BONGARA,JAZAN,2021,7,PR,11
AMAZONAS,BONGARA,JAZAN,2021,7,AG,12
AMAZONAS,BONGARA,JAZAN,2021,8,AG,17
AMAZONAS,BONGARA,JAZAN,2021,8,PCR,2
AMAZONAS,BONGARA,JAZAN,2021,9,AG,10
AMAZONAS,BONGARA,JAZAN,2021,9,PCR,7
AMAZONAS,BONGARA,JAZAN,2021,10,AG,3
AMAZONAS,BONGARA,JAZAN,2021,10,PR,1
AMAZONAS,BONGARA,JAZAN,2021,10,PCR,14
AMAZONAS,BONGARA,JAZAN,2021,11,PCR,16
AMAZONAS,BONGARA,JAZAN,2021,11,AG,4
AMAZONAS,BONGARA,JAZAN,2021,12,AG,12
AMAZONAS,BONGARA,JAZAN,2021,12,PCR,29
AMAZONAS,BONGARA,JAZAN,2021,12,PR,1
AMAZONAS,BONGARA,JUMBILLA,2020,4,PR,1
AMAZONAS,BONGARA,JUMBILLA,2020,4,PCR,1
AMAZONAS,BONGARA,JUMBILLA,2020,6,PR,1
AMAZONAS,BONGARA,JUMBILLA,2020,7,PR,1
AMAZONAS,BONGARA,JUMBILLA,2020,8,PR,6
AMAZONAS,BONGARA,JUMBILLA,2020,10,PR,3
AMAZONAS,BONGARA,JUMBILLA,2020,11,PR,1
AMAZONAS,BONGARA,JUMBILLA,2021,1,PR,2
AMAZONAS,BONGARA,JUMBILLA,2021,2,AG,2
AMAZONAS,BONGARA,JUMBILLA,2021,3,AG,1
AMAZONAS,BONGARA,JUMBILLA,2021,4,AG,5
AMAZONAS,BONGARA,JUMBILLA,2021,4,PR,1
AMAZONAS,BONGARA,JUMBILLA,2021,5,PR,4
AMAZONAS,BONGARA,JUMBILLA,2021,5,AG,5
AMAZONAS,BONGARA,JUMBILLA,2021,6,AG,1
AMAZONAS,BONGARA,JUMBILLA,2021,6,PR,1
AMAZONAS,BONGARA,JUMBILLA,2021,8,AG,1
AMAZONAS,BONGARA,JUMBILLA,2021,12,AG,1
AMAZONAS,BONGARA,RECTA,2020,9,PR,1
AMAZONAS,BONGARA,SAN CARLOS,2020,7,PR,1
AMAZONAS,BONGARA,SAN CARLOS,2020,8,PR,2
AMAZONAS,BONGARA,SAN CARLOS,2021,4,AG,1
AMAZONAS,BONGARA,SHIPASBAMBA,2020,5,PR,1
AMAZONAS,BONGARA,SHIPASBAMBA,2020,7,PR,2
AMAZONAS,BONGARA,SHIPASBAMBA,2020,9,PR,3
AMAZONAS,BONGARA,SHIPASBAMBA,2021,2,AG,1
AMAZONAS,BONGARA,SHIPASBAMBA,2021,3,PR,1
AMAZONAS,BONGARA,SHIPASBAMBA,2021,4,AG,19
AMAZONAS,BONGARA,SHIPASBAMBA,2021,4,PCR,1
AMAZONAS,BONGARA,SHIPASBAMBA,2021,5,AG,1
AMAZONAS,BONGARA,SHIPASBAMBA,2021,5,PCR,1
AMAZONAS,BONGARA,SHIPASBAMBA,2021,6,AG,1
AMAZONAS,BONGARA,SHIPASBAMBA,2021,7,PR,1
AMAZONAS,BONGARA,SHIPASBAMBA,2021,7,AG,1
AMAZONAS,BONGARA,SHIPASBAMBA,2021,8,AG,2
AMAZONAS,BONGARA,SHIPASBAMBA,2021,11,PCR,1
AMAZONAS,BONGARA,VALERA,2020,4,PR,1
AMAZONAS,BONGARA,VALERA,2020,6,PR,1
AMAZONAS,BONGARA,VALERA,2020,7,PR,2
AMAZONAS,BONGARA,VALERA,2020,8,PR,1
AMAZONAS,BONGARA,VALERA,2020,11,PR,2
AMAZONAS,BONGARA,VALERA,2021,2,AG,3
AMAZONAS,BONGARA,VALERA,2021,2,PR,1
AMAZONAS,BONGARA,VALERA,2021,3,AG,1
AMAZONAS,BONGARA,VALERA,2021,4,AG,1
AMAZONAS,BONGARA,VALERA,2021,5,PR,1
AMAZONAS,BONGARA,VALERA,2021,5,PCR,1
AMAZONAS,BONGARA,VALERA,2021,5,AG,13
AMAZONAS,BONGARA,VALERA,2021,6,PR,5
AMAZONAS,BONGARA,VALERA,2021,6,AG,3
AMAZONAS,BONGARA,VALERA,2021,7,AG,3
AMAZONAS,BONGARA,VALERA,2021,8,AG,2
AMAZONAS,BONGARA,VALERA,2021,11,AG,5
AMAZONAS,BONGARA,YAMBRASBAMBA,2020,4,PR,1
AMAZONAS,BONGARA,YAMBRASBAMBA,2020,6,PR,1
AMAZONAS,BONGARA,YAMBRASBAMBA,2020,8,PR,1
AMAZONAS,BONGARA,YAMBRASBAMBA,2020,10,PR,1
AMAZONAS,BONGARA,YAMBRASBAMBA,2020,12,PR,1
AMAZONAS,BONGARA,YAMBRASBAMBA,2021,2,PR,1
AMAZONAS,BONGARA,YAMBRASBAMBA,2021,2,AG,1
AMAZONAS,BONGARA,YAMBRASBAMBA,2021,3,AG,4
AMAZONAS,BONGARA,YAMBRASBAMBA,2021,4,AG,12
AMAZONAS,BONGARA,YAMBRASBAMBA,2021,5,PR,1
AMAZONAS,BONGARA,YAMBRASBAMBA,2021,5,AG,3
AMAZONAS,BONGARA,YAMBRASBAMBA,2021,6,AG,2
AMAZONAS,BONGARA,YAMBRASBAMBA,2021,7,AG,1
AMAZONAS,CHACHAPOYAS,ASUNCION,2020,4,PR,3
AMAZONAS,CHACHAPOYAS,ASUNCION,2020,10,PR,1
AMAZONAS,CHACHAPOYAS,BALSAS,2020,6,PR,6
AMAZONAS,CHACHAPOYAS,BALSAS,2020,8,PR,7
AMAZONAS,CHACHAPOYAS,BALSAS,2020,9,PR,10
AMAZONAS,CHACHAPOYAS,BALSAS,2020,9,PCR,1
AMAZONAS,CHACHAPOYAS,BALSAS,2020,10,PR,6
AMAZONAS,CHACHAPOYAS,BALSAS,2020,11,PCR,3
AMAZONAS,CHACHAPOYAS,BALSAS,2021,1,PR,1
AMAZONAS,CHACHAPOYAS,BALSAS,2021,1,PCR,9
AMAZONAS,CHACHAPOYAS,BALSAS,2021,1,AG,3
AMAZONAS,CHACHAPOYAS,BALSAS,2021,2,PR,4
AMAZONAS,CHACHAPOYAS,BALSAS,2021,2,AG,2
AMAZONAS,CHACHAPOYAS,BALSAS,2021,3,AG,10
AMAZONAS,CHACHAPOYAS,BALSAS,2021,3,PR,1
AMAZONAS,CHACHAPOYAS,BALSAS,2021,4,AG,19
AMAZONAS,CHACHAPOYAS,BALSAS,2021,5,AG,3
AMAZONAS,CHACHAPOYAS,BALSAS,2021,6,AG,2
AMAZONAS,CHACHAPOYAS,BALSAS,2021,7,AG,2
AMAZONAS,CHACHAPOYAS,BALSAS,2021,8,AG,2
AMAZONAS,CHACHAPOYAS,BALSAS,2021,10,PR,1
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2020,4,PR,42
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2020,4,PCR,5
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2020,5,PCR,6
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2020,5,PR,159
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2020,6,PR,103
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2020,6,PCR,16
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2020,7,PR,163
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2020,7,PCR,12
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2020,8,PR,430
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2020,8,PCR,15
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2020,9,PR,431
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2020,9,PCR,120
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2020,10,PCR,78
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2020,10,PR,229
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2020,11,PR,56
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2020,11,PCR,50
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2020,12,PCR,28
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2020,12,PR,36
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2021,1,AG,36
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2021,1,PR,76
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2021,1,PCR,367
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2021,2,AG,185
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2021,2,PR,53
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2021,2,PCR,361
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2021,3,PCR,509
