DEPARTAMENTO,PROVINCIA,DISTRITO,ANIO,MES,TIPO_PRUEBA,CANTIDAD_PRUEBAS,Departamento_idx,Provincia_idx,Distrito_idx,TipoPrueba_idx,prediction
CAJAMARCA,SAN PABLO,SAN PABLO,2021,1,AG,3,4.0,182.0,10.0,1.0,85.32514473386982
CAJAMARCA,SAN PABLO,SAN PABLO,2021,1,PR,20,4.0,182.0,10.0,0.0,80.09698261003359
CAJAMARCA,SAN PABLO,SAN PABLO,2021,2,AG,37,4.0,182.0,10.0,1.0,78.66340407785901
CAJAMARCA,SAN PABLO,SAN PABLO,2021,2,PR,7,4.0,182.0,10.0,0.0,73.43524195402279
CAJAMARCA,SAN PABLO,SAN PABLO,2021,3,PR,4,4.0,182.0,10.0,0.0,66.77350129799743
CAJAMARCA,SAN PABLO,SAN PABLO,2021,3,AG,132,4.0,182.0,10.0,1.0,72.00166342183365
CAJAMARCA,SAN PABLO,SAN PABLO,2021,4,PR,8,4.0,182.0,10.0,0.0,60.11176064197207
CAJAMARCA,SAN PABLO,SAN PABLO,2021,4,AG,80,4.0,182.0,10.0,1.0,65.3399227658083
CAJAMARCA,SAN PABLO,SAN PABLO,2021,5,PR,7,4.0,182.0,10.0,0.0,53.45001998596126
CAJAMARCA,SAN PABLO,SAN PABLO,2021,5,AG,22,4.0,182.0,10.0,1.0,58.67818210979749
CAJAMARCA,SAN PABLO,SAN PABLO,2021,6,PR,1,4.0,182.0,10.0,0.0,46.788279329935904
CAJAMARCA,SAN PABLO,SAN PABLO,2021,6,AG,5,4.0,182.0,10.0,1.0,52.01644145377213
CAJAMARCA,SAN PABLO,SAN PABLO,2021,7,AG,2,4.0,182.0,10.0,1.0,45.35470079774677
CAJAMARCA,SAN PABLO,SAN PABLO,2021,7,PR,14,4.0,182.0,10.0,0.0,40.126538673910545
CAJAMARCA,SAN PABLO,SAN PABLO,2021,8,AG,2,4.0,182.0,10.0,1.0,38.692960141735966
CAJAMARCA,SAN PABLO,SAN PABLO,2021,11,AG,1,4.0,182.0,10.0,1.0,18.707738173674443
CAJAMARCA,SAN PABLO,TUMBADEN,2020,5,PR,1,4.0,182.0,1251.0,0.0,-23.31224767662934
CAJAMARCA,SAN PABLO,TUMBADEN,2020,7,PR,6,4.0,182.0,1251.0,0.0,-36.63572898868006
CAJAMARCA,SAN PABLO,TUMBADEN,2020,8,PR,3,4.0,182.0,1251.0,0.0,-43.297469644690864
CAJAMARCA,SAN PABLO,TUMBADEN,2020,9,PR,1,4.0,182.0,1251.0,0.0,-49.95921030071622
CAJAMARCA,SAN PABLO,TUMBADEN,2020,11,PR,1,4.0,182.0,1251.0,0.0,-63.28269161275239
CAJAMARCA,SAN PABLO,TUMBADEN,2021,1,PR,2,4.0,182.0,1251.0,0.0,-42.15890863718232
CAJAMARCA,SAN PABLO,TUMBADEN,2021,2,AG,2,4.0,182.0,1251.0,1.0,-43.5924871693569
CAJAMARCA,SAN PABLO,TUMBADEN,2021,3,AG,1,4.0,182.0,1251.0,1.0,-50.25422782538226
CAJAMARCA,SAN PABLO,TUMBADEN,2021,4,AG,2,4.0,182.0,1251.0,1.0,-56.91596848140762
CAJAMARCA,SAN PABLO,TUMBADEN,2021,6,AG,1,4.0,182.0,1251.0,1.0,-70.23944979344378
CAJAMARCA,SAN PABLO,TUMBADEN,2021,11,AG,1,4.0,182.0,1251.0,1.0,-103.54815307354147
CAJAMARCA,SAN PABLO,TUMBADEN,2021,12,AG,1,4.0,182.0,1251.0,1.0,-110.20989372956683
CAJAMARCA,SANTA CRUZ,ANDABAMBA,2020,10,PR,1,4.0,141.0,907.0,0.0,-6.436419532925356
CAJAMARCA,SANTA CRUZ,ANDABAMBA,2020,12,PR,2,4.0,141.0,907.0,0.0,-19.75990084496152
CAJAMARCA,SANTA CRUZ,ANDABAMBA,2021,2,AG,2,4.0,141.0,907.0,1.0,6.592044254459324
CAJAMARCA,SANTA CRUZ,ANDABAMBA,2021,2,PR,1,4.0,141.0,907.0,0.0,1.3638821306230966
CAJAMARCA,SANTA CRUZ,ANDABAMBA,2021,5,AG,1,4.0,141.0,907.0,1.0,-13.3931777136022
CAJAMARCA,SANTA CRUZ,CATACHE,2020,6,PR,5,4.0,141.0,601.0,0.0,50.3558313438989
CAJAMARCA,SANTA CRUZ,CATACHE,2020,7,PR,3,4.0,141.0,601.0,0.0,43.69409068787354
CAJAMARCA,SANTA CRUZ,CATACHE,2020,8,PR,2,4.0,141.0,601.0,0.0,37.032350031862734
CAJAMARCA,SANTA CRUZ,CATACHE,2020,9,PR,4,4.0,141.0,601.0,0.0,30.370609375837375
CAJAMARCA,SANTA CRUZ,CATACHE,2020,10,PR,14,4.0,141.0,601.0,0.0,23.708868719812017
CAJAMARCA,SANTA CRUZ,CATACHE,2020,11,PR,11,4.0,141.0,601.0,0.0,17.04712806380121
CAJAMARCA,SANTA CRUZ,CATACHE,2020,12,PR,5,4.0,141.0,601.0,0.0,10.385387407775852
CAJAMARCA,SANTA CRUZ,CATACHE,2021,1,AG,1,4.0,141.0,601.0,1.0,43.399073163207504
CAJAMARCA,SANTA CRUZ,CATACHE,2021,1,PR,3,4.0,141.0,601.0,0.0,38.170911039371276
CAJAMARCA,SANTA CRUZ,CATACHE,2021,2,AG,14,4.0,141.0,601.0,1.0,36.7373325071967
CAJAMARCA,SANTA CRUZ,CATACHE,2021,2,PR,1,4.0,141.0,601.0,0.0,31.50917038336047
CAJAMARCA,SANTA CRUZ,CATACHE,2021,3,PR,1,4.0,141.0,601.0,0.0,24.84742972733511
CAJAMARCA,SANTA CRUZ,CATACHE,2021,3,AG,6,4.0,141.0,601.0,1.0,30.07559185117134
CAJAMARCA,SANTA CRUZ,CATACHE,2021,4,AG,47,4.0,141.0,601.0,1.0,23.41385119514598
CAJAMARCA,SANTA CRUZ,CATACHE,2021,4,PR,3,4.0,141.0,601.0,0.0,18.185689071309753
CAJAMARCA,SANTA CRUZ,CATACHE,2021,5,PR,19,4.0,141.0,601.0,0.0,11.523948415298946
CAJAMARCA,SANTA CRUZ,CATACHE,2021,5,AG,14,4.0,141.0,601.0,1.0,16.752110539135174
CAJAMARCA,SANTA CRUZ,CATACHE,2021,6,AG,9,4.0,141.0,601.0,1.0,10.090369883109815
CAJAMARCA,SANTA CRUZ,CATACHE,2021,6,PR,6,4.0,141.0,601.0,0.0,4.862207759273588
CAJAMARCA,SANTA CRUZ,CATACHE,2021,7,AG,9,4.0,141.0,601.0,1.0,3.428629227084457
CAJAMARCA,SANTA CRUZ,CATACHE,2021,7,PR,2,4.0,141.0,601.0,0.0,-1.7995328967517707
CAJAMARCA,SANTA CRUZ,CATACHE,2021,8,AG,4,4.0,141.0,601.0,1.0,-3.2331114289263496
CAJAMARCA,SANTA CRUZ,CATACHE,2021,9,AG,2,4.0,141.0,601.0,1.0,-9.894852084951708
CAJAMARCA,SANTA CRUZ,CATACHE,2021,11,PCR,3,4.0,141.0,601.0,2.0,-17.990171273151645
CAJAMARCA,SANTA CRUZ,CATACHE,2021,11,AG,1,4.0,141.0,601.0,1.0,-23.218333396987873
CAJAMARCA,SANTA CRUZ,CATACHE,2021,12,AG,4,4.0,141.0,601.0,1.0,-29.88007405301323
CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,2020,4,PR,1,4.0,141.0,1464.0,0.0,-21.338281337884837
CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,2020,6,PR,1,4.0,141.0,1464.0,0.0,-34.661762649921
CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,2020,7,PR,2,4.0,141.0,1464.0,0.0,-41.32350330594636
CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,2020,10,PR,3,4.0,141.0,1464.0,0.0,-61.308725274007884
CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,2021,1,PR,2,4.0,141.0,1464.0,0.0,-46.846682954448625
CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,2021,4,AG,1,4.0,141.0,1464.0,1.0,-61.60374279867392
CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,2021,12,PCR,3,4.0,141.0,1464.0,2.0,-109.6695059229969
CAJAMARCA,SANTA CRUZ,LA ESPERANZA,2020,5,PR,2,4.0,141.0,35.0,0.0,112.77650386610185
CAJAMARCA,SANTA CRUZ,LA ESPERANZA,2020,7,PR,4,4.0,141.0,35.0,0.0,99.45302255405113
CAJAMARCA,SANTA CRUZ,LA ESPERANZA,2021,3,AG,1,4.0,141.0,35.0,1.0,85.83452371734893
CAJAMARCA,SANTA CRUZ,LA ESPERANZA,2021,3,PR,1,4.0,141.0,35.0,0.0,80.6063615935127
CAJAMARCA,SANTA CRUZ,LA ESPERANZA,2021,5,AG,1,4.0,141.0,35.0,1.0,72.51104240531276
CAJAMARCA,SANTA CRUZ,LA ESPERANZA,2021,7,PR,1,4.0,141.0,35.0,0.0,53.95939896942582
CAJAMARCA,SANTA CRUZ,NINABAMBA,2020,8,PR,3,4.0,141.0,1571.0,0.0,-58.5262434490287
CAJAMARCA,SANTA CRUZ,NINABAMBA,2020,9,PR,2,4.0,141.0,1571.0,0.0,-65.18798410505406
CAJAMARCA,SANTA CRUZ,NINABAMBA,2021,4,AG,2,4.0,141.0,1571.0,1.0,-72.14474228574545
CAJAMARCA,SANTA CRUZ,NINABAMBA,2021,5,AG,1,4.0,141.0,1571.0,1.0,-78.80648294175626
CAJAMARCA,SANTA CRUZ,NINABAMBA,2021,7,PR,1,4.0,141.0,1571.0,0.0,-97.3581263776432
CAJAMARCA,SANTA CRUZ,PULAN,2020,5,PR,1,4.0,141.0,1003.0,0.0,17.414938412999618
CAJAMARCA,SANTA CRUZ,PULAN,2020,6,PR,2,4.0,141.0,1003.0,0.0,10.75319775697426
CAJAMARCA,SANTA CRUZ,PULAN,2020,8,PCR,71,4.0,141.0,1003.0,2.0,7.88604069261055
CAJAMARCA,SANTA CRUZ,PULAN,2020,9,PR,1,4.0,141.0,1003.0,0.0,-9.232024211087264
CAJAMARCA,SANTA CRUZ,PULAN,2021,1,PR,1,4.0,141.0,1003.0,0.0,-1.4317225475533633
CAJAMARCA,SANTA CRUZ,PULAN,2021,3,AG,3,4.0,141.0,1003.0,1.0,-9.5270417357533
CAJAMARCA,SANTA CRUZ,PULAN,2021,4,AG,11,4.0,141.0,1003.0,1.0,-16.18878239177866
CAJAMARCA,SANTA CRUZ,PULAN,2021,4,PR,2,4.0,141.0,1003.0,0.0,-21.416944515614887
CAJAMARCA,SANTA CRUZ,PULAN,2021,5,PR,4,4.0,141.0,1003.0,0.0,-28.078685171625693
CAJAMARCA,SANTA CRUZ,PULAN,2021,5,AG,19,4.0,141.0,1003.0,1.0,-22.850523047789466
CAJAMARCA,SANTA CRUZ,PULAN,2021,6,AG,4,4.0,141.0,1003.0,1.0,-29.512263703814824
CAJAMARCA,SANTA CRUZ,PULAN,2021,6,PR,1,4.0,141.0,1003.0,0.0,-34.74042582765105
CAJAMARCA,SANTA CRUZ,PULAN,2021,7,PR,2,4.0,141.0,1003.0,0.0,-41.40216648367641
CAJAMARCA,SANTA CRUZ,PULAN,2021,7,AG,6,4.0,141.0,1003.0,1.0,-36.17400435984018
CAJAMARCA,SANTA CRUZ,PULAN,2021,8,AG,6,4.0,141.0,1003.0,1.0,-42.83574501585099
CAJAMARCA,SANTA CRUZ,PULAN,2021,11,AG,1,4.0,141.0,1003.0,1.0,-62.82096698391251
CAJAMARCA,SANTA CRUZ,PULAN,2021,12,PCR,1,4.0,141.0,1003.0,2.0,-64.25454551610164
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2020,4,PR,40,4.0,141.0,19.0,0.0,121.01446874448447
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2020,4,PCR,1,4.0,141.0,19.0,2.0,131.47079299215693
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2020,5,PR,45,4.0,141.0,19.0,0.0,114.35272808847367
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2020,6,PR,12,4.0,141.0,19.0,0.0,107.69098743244831
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2020,7,PR,6,4.0,141.0,19.0,0.0,101.02924677642295
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2020,8,PR,17,4.0,141.0,19.0,0.0,94.36750612041214
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2020,9,PR,24,4.0,141.0,19.0,0.0,87.70576546438679
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2020,10,PR,25,4.0,141.0,19.0,0.0,81.04402480836143
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2020,11,PR,6,4.0,141.0,19.0,0.0,74.38228415235062
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2020,12,PR,17,4.0,141.0,19.0,0.0,67.72054349632526
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2021,1,PR,14,4.0,141.0,19.0,0.0,95.50606712792069
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2021,2,PR,8,4.0,141.0,19.0,0.0,88.84432647190988
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2021,2,AG,9,4.0,141.0,19.0,1.0,94.07248859574611
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2021,3,AG,24,4.0,141.0,19.0,1.0,87.41074793972075
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2021,3,PR,10,4.0,141.0,19.0,0.0,82.18258581588452
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2021,4,AG,60,4.0,141.0,19.0,1.0,80.74900728369539
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2021,4,PR,5,4.0,141.0,19.0,0.0,75.52084515985916
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2021,5,PR,12,4.0,141.0,19.0,0.0,68.85910450384836
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2021,5,AG,48,4.0,141.0,19.0,1.0,74.08726662768458
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2021,6,PR,21,4.0,141.0,19.0,0.0,62.197363847823
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2021,6,AG,27,4.0,141.0,19.0,1.0,67.42552597165923
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2021,7,AG,4,4.0,141.0,19.0,1.0,60.76378531563387
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2021,7,PR,13,4.0,141.0,19.0,0.0,55.53562319179764
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2021,8,PR,2,4.0,141.0,19.0,0.0,48.873882535786834
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2021,8,AG,9,4.0,141.0,19.0,1.0,54.10204465962306
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2021,9,PR,4,4.0,141.0,19.0,0.0,42.212141879761475
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2021,9,AG,6,4.0,141.0,19.0,1.0,47.4403040035977
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2021,10,PR,1,4.0,141.0,19.0,0.0,35.55040122373612
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2021,11,PCR,10,4.0,141.0,19.0,2.0,39.344984815397765
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2021,11,AG,2,4.0,141.0,19.0,1.0,34.11682269156154
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2021,12,AG,2,4.0,141.0,19.0,1.0,27.45508203553618
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2021,12,PCR,31,4.0,141.0,19.0,2.0,32.68324415937241
CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,2020,6,PR,2,4.0,141.0,1584.0,0.0,-46.483444317666
CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,2020,8,PR,2,4.0,141.0,1584.0,0.0,-59.806925629702164
CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,2021,4,AG,4,4.0,141.0,1584.0,1.0,-73.42542446641892
CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,2021,5,PR,1,4.0,141.0,1584.0,0.0,-85.31532724626595
CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,2021,6,PR,1,4.0,141.0,1584.0,0.0,-91.97706790229131
CAJAMARCA,SANTA CRUZ,SEXI,2020,5,PR,1,4.0,141.0,1630.0,0.0,-44.353348300937796
CAJAMARCA,SANTA CRUZ,SEXI,2020,12,PR,2,4.0,141.0,1630.0,0.0,-90.9855328930862
CAJAMARCA,SANTA CRUZ,SEXI,2021,5,PR,1,4.0,141.0,1630.0,0.0,-89.84697188556311
CAJAMARCA,SANTA CRUZ,SEXI,2021,5,AG,1,4.0,141.0,1630.0,1.0,-84.61880976172688
CAJAMARCA,SANTA CRUZ,UTICYACU,2021,3,AG,1,4.0,141.0,1679.0,1.0,-76.12251513068622
CAJAMARCA,SANTA CRUZ,UTICYACU,2021,6,AG,1,4.0,141.0,1679.0,1.0,-96.10773709874775
CAJAMARCA,SANTA CRUZ,YAUYUCAN,2020,6,PR,1,4.0,141.0,1353.0,0.0,-23.726707107256516
CAJAMARCA,SANTA CRUZ,YAUYUCAN,2020,8,PR,2,4.0,141.0,1353.0,0.0,-37.05018841929268
CAJAMARCA,SANTA CRUZ,YAUYUCAN,2020,12,PR,1,4.0,141.0,1353.0,0.0,-63.69715104337956
CAJAMARCA,SANTA CRUZ,YAUYUCAN,2021,3,PR,1,4.0,141.0,1353.0,0.0,-49.235108723820304
CAJAMARCA,SANTA CRUZ,YAUYUCAN,2021,4,AG,1,4.0,141.0,1353.0,1.0,-50.668687256009434
CAJAMARCA,SANTA CRUZ,YAUYUCAN,2021,4,PR,1,4.0,141.0,1353.0,0.0,-55.89684937984566
CAJAMARCA,SANTA CRUZ,YAUYUCAN,2021,5,AG,10,4.0,141.0,1353.0,1.0,-57.33042791202024
CAJAMARCA,SANTA CRUZ,YAUYUCAN,2021,6,AG,1,4.0,141.0,1353.0,1.0,-63.9921685680456
CAJAMARCA,SANTA CRUZ,YAUYUCAN,2021,7,AG,1,4.0,141.0,1353.0,1.0,-70.65390922407096
CAJAMARCA,SANTA CRUZ,YAUYUCAN,2021,10,AG,1,4.0,141.0,1353.0,1.0,-90.63913119213248
CALLAO,CALLAO,BELLAVISTA,2020,3,PCR,22,23.0,30.0,1.0,2.0,148.91644538822584
CALLAO,CALLAO,BELLAVISTA,2020,4,PCR,562,23.0,30.0,1.0,2.0,142.25470473220048
CALLAO,CALLAO,BELLAVISTA,2020,4,PR,160,23.0,30.0,1.0,0.0,131.79838048452802
CALLAO,CALLAO,BELLAVISTA,2020,5,PCR,1108,23.0,30.0,1.0,2.0,135.59296407618967
CALLAO,CALLAO,BELLAVISTA,2020,5,PR,474,23.0,30.0,1.0,0.0,125.13663982851722
CALLAO,CALLAO,BELLAVISTA,2020,6,PR,286,23.0,30.0,1.0,0.0,118.47489917249186
CALLAO,CALLAO,BELLAVISTA,2020,6,PCR,961,23.0,30.0,1.0,2.0,128.93122342016432
CALLAO,CALLAO,BELLAVISTA,2020,7,PCR,611,23.0,30.0,1.0,2.0,122.26948276413896
CALLAO,CALLAO,BELLAVISTA,2020,7,PR,187,23.0,30.0,1.0,0.0,111.8131585164665
CALLAO,CALLAO,BELLAVISTA,2020,8,PCR,766,23.0,30.0,1.0,2.0,115.60774210812815
CALLAO,CALLAO,BELLAVISTA,2020,8,PR,352,23.0,30.0,1.0,0.0,105.1514178604557
CALLAO,CALLAO,BELLAVISTA,2020,9,PR,295,23.0,30.0,1.0,0.0,98.48967720443034
CALLAO,CALLAO,BELLAVISTA,2020,9,PCR,710,23.0,30.0,1.0,2.0,108.94600145210279
CALLAO,CALLAO,BELLAVISTA,2020,10,PR,146,23.0,30.0,1.0,0.0,91.82793654840498
CALLAO,CALLAO,BELLAVISTA,2020,10,PCR,1021,23.0,30.0,1.0,2.0,102.28426079607743
CALLAO,CALLAO,BELLAVISTA,2020,11,PCR,511,23.0,30.0,1.0,2.0,95.62252014006663
CALLAO,CALLAO,BELLAVISTA,2020,11,PR,113,23.0,30.0,1.0,0.0,85.16619589239417
CALLAO,CALLAO,BELLAVISTA,2020,12,PCR,609,23.0,30.0,1.0,2.0,88.96077948404127
CALLAO,CALLAO,BELLAVISTA,2020,12,AG,2,23.0,30.0,1.0,1.0,83.73261736020504
CALLAO,CALLAO,BELLAVISTA,2020,12,PR,69,23.0,30.0,1.0,0.0,78.50445523636881
CALLAO,CALLAO,BELLAVISTA,2021,1,PCR,1466,23.0,30.0,1.0,2.0,116.74630311563669
CALLAO,CALLAO,BELLAVISTA,2021,1,PR,55,23.0,30.0,1.0,0.0,106.28997886796424
CALLAO,CALLAO,BELLAVISTA,2021,1,AG,130,23.0,30.0,1.0,1.0,111.51814099180046
CALLAO,CALLAO,BELLAVISTA,2021,2,PCR,1387,23.0,30.0,1.0,2.0,110.08456245962589
CALLAO,CALLAO,BELLAVISTA,2021,2,AG,361,23.0,30.0,1.0,1.0,104.85640033578966
CALLAO,CALLAO,BELLAVISTA,2021,2,PR,82,23.0,30.0,1.0,0.0,99.62823821195343
CALLAO,CALLAO,BELLAVISTA,2021,3,AG,424,23.0,30.0,1.0,1.0,98.1946596797643
CALLAO,CALLAO,BELLAVISTA,2021,3,PR,39,23.0,30.0,1.0,0.0,92.96649755592807
CALLAO,CALLAO,BELLAVISTA,2021,3,PCR,8478,23.0,30.0,1.0,2.0,103.42282180360053
CALLAO,CALLAO,BELLAVISTA,2021,4,PR,33,23.0,30.0,1.0,0.0,86.30475689990271
CALLAO,CALLAO,BELLAVISTA,2021,4,PCR,10939,23.0,30.0,1.0,2.0,96.76108114757517
CALLAO,CALLAO,BELLAVISTA,2021,4,AG,246,23.0,30.0,1.0,1.0,91.53291902373894
CALLAO,CALLAO,BELLAVISTA,2021,5,PCR,217,23.0,30.0,1.0,2.0,90.09934049156436
CALLAO,CALLAO,BELLAVISTA,2021,5,PR,17,23.0,30.0,1.0,0.0,79.6430162438919
CALLAO,CALLAO,BELLAVISTA,2021,5,AG,130,23.0,30.0,1.0,1.0,84.87117836772813
CALLAO,CALLAO,BELLAVISTA,2021,6,PCR,100,23.0,30.0,1.0,2.0,83.437599835539
CALLAO,CALLAO,BELLAVISTA,2021,6,PR,12,23.0,30.0,1.0,0.0,72.98127558786655
CALLAO,CALLAO,BELLAVISTA,2021,6,AG,46,23.0,30.0,1.0,1.0,78.20943771170278
CALLAO,CALLAO,BELLAVISTA,2021,7,PR,12,23.0,30.0,1.0,0.0,66.31953493184119
CALLAO,CALLAO,BELLAVISTA,2021,7,PCR,43,23.0,30.0,1.0,2.0,76.77585917951365
CALLAO,CALLAO,BELLAVISTA,2021,7,AG,50,23.0,30.0,1.0,1.0,71.54769705567742
CALLAO,CALLAO,BELLAVISTA,2021,8,PR,8,23.0,30.0,1.0,0.0,59.65779427583038
CALLAO,CALLAO,BELLAVISTA,2021,8,PCR,48,23.0,30.0,1.0,2.0,70.11411852350284
CALLAO,CALLAO,BELLAVISTA,2021,8,AG,42,23.0,30.0,1.0,1.0,64.88595639966661
CALLAO,CALLAO,BELLAVISTA,2021,9,AG,32,23.0,30.0,1.0,1.0,58.22421574364125
CALLAO,CALLAO,BELLAVISTA,2021,9,PCR,122,23.0,30.0,1.0,2.0,63.45237786747748
CALLAO,CALLAO,BELLAVISTA,2021,9,PR,4,23.0,30.0,1.0,0.0,52.996053619805025
CALLAO,CALLAO,BELLAVISTA,2021,10,AG,34,23.0,30.0,1.0,1.0,51.562475087615894
CALLAO,CALLAO,BELLAVISTA,2021,10,PR,3,23.0,30.0,1.0,0.0,46.33431296377967
CALLAO,CALLAO,BELLAVISTA,2021,10,PCR,143,23.0,30.0,1.0,2.0,56.79063721145212
CALLAO,CALLAO,BELLAVISTA,2021,11,PR,9,23.0,30.0,1.0,0.0,39.67257230776886
CALLAO,CALLAO,BELLAVISTA,2021,11,PCR,140,23.0,30.0,1.0,2.0,50.128896555441315
CALLAO,CALLAO,BELLAVISTA,2021,11,AG,49,23.0,30.0,1.0,1.0,44.90073443160509
CALLAO,CALLAO,BELLAVISTA,2021,12,PR,3,23.0,30.0,1.0,0.0,33.0108316517435
CALLAO,CALLAO,BELLAVISTA,2021,12,PCR,311,23.0,30.0,1.0,2.0,43.46715589941596
CALLAO,CALLAO,BELLAVISTA,2021,12,AG,103,23.0,30.0,1.0,1.0,38.23899377557973
CALLAO,CALLAO,CALLAO,2020,3,PCR,13,23.0,30.0,46.0,2.0,144.48331476282328
CALLAO,CALLAO,CALLAO,2020,4,PCR,281,23.0,30.0,46.0,2.0,137.82157410679793
CALLAO,CALLAO,CALLAO,2020,4,PR,2540,23.0,30.0,46.0,0.0,127.36524985912547
CALLAO,CALLAO,CALLAO,2020,5,PCR,460,23.0,30.0,46.0,2.0,131.15983345078712
CALLAO,CALLAO,CALLAO,2020,5,PR,4146,23.0,30.0,46.0,0.0,120.70350920311466
CALLAO,CALLAO,CALLAO,2020,6,PR,1989,23.0,30.0,46.0,0.0,114.0417685470893
CALLAO,CALLAO,CALLAO,2020,6,PCR,882,23.0,30.0,46.0,2.0,124.49809279476176
CALLAO,CALLAO,CALLAO,2020,7,PR,1307,23.0,30.0,46.0,0.0,107.38002789106395
CALLAO,CALLAO,CALLAO,2020,7,PCR,332,23.0,30.0,46.0,2.0,117.8363521387364
CALLAO,CALLAO,CALLAO,2020,8,AG,1,23.0,30.0,46.0,1.0,105.94644935888937
CALLAO,CALLAO,CALLAO,2020,8,PCR,513,23.0,30.0,46.0,2.0,111.1746114827256
CALLAO,CALLAO,CALLAO,2020,8,PR,2545,23.0,30.0,46.0,0.0,100.71828723505314
CALLAO,CALLAO,CALLAO,2020,9,PR,2384,23.0,30.0,46.0,0.0,94.05654657902778
CALLAO,CALLAO,CALLAO,2020,9,PCR,251,23.0,30.0,46.0,2.0,104.51287082670024
CALLAO,CALLAO,CALLAO,2020,10,PR,1349,23.0,30.0,46.0,0.0,87.39480592300242
CALLAO,CALLAO,CALLAO,2020,10,PCR,104,23.0,30.0,46.0,2.0,97.85113017067488
CALLAO,CALLAO,CALLAO,2020,11,AG,1,23.0,30.0,46.0,1.0,85.96122739082784
CALLAO,CALLAO,CALLAO,2020,11,PR,1079,23.0,30.0,46.0,0.0,80.73306526699162
CALLAO,CALLAO,CALLAO,2020,11,PCR,84,23.0,30.0,46.0,2.0,91.18938951466407
CALLAO,CALLAO,CALLAO,2020,12,AG,13,23.0,30.0,46.0,1.0,79.29948673480249
CALLAO,CALLAO,CALLAO,2020,12,PR,799,23.0,30.0,46.0,0.0,74.07132461096626
CALLAO,CALLAO,CALLAO,2020,12,PCR,130,23.0,30.0,46.0,2.0,84.52764885863871
CALLAO,CALLAO,CALLAO,2021,1,AG,630,23.0,30.0,46.0,1.0,107.08501036639791
CALLAO,CALLAO,CALLAO,2021,1,PCR,834,23.0,30.0,46.0,2.0,112.31317249023414
CALLAO,CALLAO,CALLAO,2021,1,PR,641,23.0,30.0,46.0,0.0,101.85684824256168
CALLAO,CALLAO,CALLAO,2021,2,PR,533,23.0,30.0,46.0,0.0,95.19510758655088
CALLAO,CALLAO,CALLAO,2021,2,PCR,1583,23.0,30.0,46.0,2.0,105.65143183422333
CALLAO,CALLAO,CALLAO,2021,2,AG,2178,23.0,30.0,46.0,1.0,100.4232697103871
CALLAO,CALLAO,CALLAO,2021,3,AG,2642,23.0,30.0,46.0,1.0,93.76152905436174
CALLAO,CALLAO,CALLAO,2021,3,PCR,765,23.0,30.0,46.0,2.0,98.98969117819797
CALLAO,CALLAO,CALLAO,2021,3,PR,362,23.0,30.0,46.0,0.0,88.53336693052552
CALLAO,CALLAO,CALLAO,2021,4,PR,213,23.0,30.0,46.0,0.0,81.87162627450016
